CaseNumber,Latitude,Longitude
HZ246022,41.795991039,-87.630542489
HZ247790,41.990596764,-87.671796648
HZ248772,41.811589624,-87.665047242
HZ248984,41.764379397,-87.66218346
HZ249040,41.917623388,-87.726576932
HZ249724,41.879467146,-87.748195577
HZ250314,41.819438395,-87.610244508
HZ250365,41.758606301,-87.686748849
HZ250488,41.858085945,-87.646936043
HZ252854,41.741124557,-87.609797367
HZ253080,41.74531835,-87.603799307
HZ253408,41.895470043,-87.715418807
HZ254226,41.756129962,-87.604083694
HZ254577,41.759107606,-87.641823327
HZ255530,41.797672173,-87.731864881
HZ255700,41.874689829,-87.745055715
HZ255913,41.972260915,-87.648546802
HZ256000,41.755532941,-87.618251918
HZ256216,41.877680349,-87.728019783
HZ256331,41.86999515,-87.711342835
HZ256874,41.812505323,-87.604434996
HZ257331,41.877364077,-87.701900603
HZ257331,41.877364077,-87.701900603
HZ259178,41.753497803,-87.651390199
HZ259563,41.759822703,-87.60175479
HZ260932,41.764939117,-87.661693779
HZ260932,41.764939117,-87.661693779
HZ260932,41.764936566,-87.661726795
HZ260994,41.665150556,-87.635974738
HZ262777,41.795445677,-87.62086324
HZ263723,41.867805152,-87.657420359
HZ264420,41.872910954,-87.757937613
HZ264446,41.895441064,-87.767847132
HZ264691,41.776150283,-87.615522623
HZ265106,41.845931371,-87.701402348
HZ265167,41.881768482,-87.749059579
HZ265551,41.880966677,-87.758754007
HZ265978,41.860017984,-87.727433841
HZ267429,41.692160782,-87.659042671
HZ267495,41.959984181,-87.728326087
HZ267504,41.89882127,-87.665982433
HZ268823,41.905362833,-87.7272257
HZ269169,41.897617774,-87.761855466
HZ269856,41.898392154,-87.772533743
HZ270888,41.783299299,-87.607248137
HZ271793,41.768633353,-87.618553668
HZ272490,41.830651986,-87.62664099
HZ273076,41.794289231,-87.626013772
HZ273166,41.750713454,-87.600319057
HZ274048,41.766253559,-87.650507353
HZ275089,41.768709958,-87.623384245
HZ278320,41.790394439,-87.617490568
HZ280709,41.779620514,-87.653661615
HZ281378,41.762670663,-87.65162663
HZ281572,41.792117191,-87.624020769
HZ282115,41.771186622,-87.659135818
HZ282773,41.756477235,-87.715775322
HZ282911,41.975566618,-87.649750731
HZ283010,41.960230099,-87.786080959
HZ283676,41.819108491,-87.632733067
HZ286618,41.998342083,-87.694786705
HZ286621,41.801551479,-87.617736828
HZ288131,41.733256241,-87.552717215
HZ288399,41.79135537,-87.727270481
HZ289164,41.759538767,-87.559260016
HZ289522,41.997444316,-87.706159593
HZ291191,41.872707718,-87.712080245
HZ291715,41.830096729,-87.639999418
HZ292357,41.917452022,-87.700921373
HZ292777,41.884796415,-87.755227274
HZ292806,41.719281774,-87.647250341
HZ292845,41.778644591,-87.670276573
HZ293199,41.742482148,-87.702802449
HZ293628,41.736746762,-87.663086773
HZ293988,41.756015236,-87.602871877
HZ294139,41.939102087,-87.726509353
HZ295122,41.746663504,-87.632978923
HZ295259,41.850118334,-87.623736386
HZ295346,41.686161016,-87.618079734
HZ298642,41.891851273,-87.710502796
HZ299222,41.76262284,-87.664972796
HZ300435,41.74099139,-87.694250237
HZ300630,41.797216684,-87.633066906
HZ302103,41.794088699,-87.631799109
HZ302181,41.733283156,-87.547005174
HZ302366,41.733777783,-87.631884244
HZ303359,41.784606473,-87.652200971
HZ303596,41.798827063,-87.648918405
HZ303764,41.72930178,-87.664087366
HZ303764,41.72930178,-87.664087366
HZ304009,41.763246552,-87.653409258
HZ305498,41.77548784,-87.630440089
HZ306312,41.875709724,-87.75841188
HZ306382,41.79162912,-87.653593442
HZ306529,41.893129063,-87.74948127
HZ307641,41.805839015,-87.66246249
HZ309291,41.858461536,-87.713972819
HZ309986,41.897736958,-87.746849759
HZ310327,41.752450733,-87.583331276
HZ310505,41.778453514,-87.613891108
HZ310726,41.790138322,-87.647481719
HZ310770,41.814483142,-87.703604442
HZ312178,41.775167627,-87.677457613
HZ312274,41.85070781,-87.733394371
HZ312450,41.880517217,-87.723222927
HZ312510,41.864274483,-87.659957624
HZ312582,41.879490255,-87.746271206
HZ312763,41.798056386,-87.591099067
HZ313351,41.761301866,-87.609116244
HZ313449,41.755239122,-87.635630755
HZ314318,41.810385877,-87.669002967
HZ314673,41.777309867,-87.640802922
HZ314903,41.873819051,-87.617324145
HZ315026,41.768562042,-87.663180931
HZ315057,41.761641717,-87.596958214
HZ317472,41.818315006,-87.625507325
HZ318104,41.733631506,-87.656920122
HZ320044,41.809125265,-87.631906508
HZ320805,41.878741684,-87.736275479
HZ320830,41.776771525,-87.673837407
HZ321765,41.802482297,-87.656302838
HZ322205,41.7537726,-87.647762725
HZ322218,41.899936641,-87.724992266
HZ323373,41.774323037,-87.642910036
HZ323396,41.787612438,-87.687531843
HZ323755,41.894215453,-87.719937552
HZ323860,41.762777923,-87.601263048
HZ323876,41.897170733,-87.769124796
HZ325620,41.761769181,-87.558342535
HZ325633,41.686271921,-87.632517658
HZ326242,41.860016521,-87.706704028
HZ326350,41.773108396,-87.64263345
HZ326421,41.80128203,-87.668818274
HZ327841,41.778137638,-87.689709352
HZ328285,41.748271333,-87.645186436
HZ328979,41.903423165,-87.63143003
HZ330260,41.769691245,-87.66152324
HZ330537,41.720400102,-87.657674281
HZ330646,41.756374579,-87.626093057
HZ330831,41.758890491,-87.649104685
HZ332201,41.894997211,-87.696680316
HZ332242,41.726141131,-87.639696894
HZ334426,41.851133672,-87.717416647
HZ334486,41.848139992,-87.69288762
HZ335472,41.769148429,-87.573935785
HZ335773,41.901596004,-87.720179151
HZ336440,41.747420231,-87.556455681
HZ336844,41.749638738,-87.663421759
HZ337381,41.81327948,-87.69435751
HZ338299,41.862528952,-87.70395555
HZ338757,41.701595778,-87.631538348
HZ341483,41.690567503,-87.621025854
HZ341632,41.890659185,-87.750550482
HZ342788,41.775519362,-87.654390481
HZ343895,41.683464043,-87.625284935
HZ344119,41.803060829,-87.585426093
HZ345903,41.695457994,-87.644907542
HZ346727,41.784475742,-87.650981367
HZ346727,41.784475742,-87.650981367
HZ347527,41.77727066,-87.690238624
HZ347947,41.672933997,-87.653924973
HZ348128,41.773405326,-87.625143469
HZ348163,41.882779296,-87.707564977
HZ350267,41.87223036,-87.744935073
HZ351234,41.883198249,-87.73943254
HZ351989,41.898883465,-87.748348943
HZ352079,41.801054684,-87.617724018
HZ352140,41.809597756,-87.600766891
HZ352286,41.884530928,-87.73870409
HZ352541,41.790196981,-87.642615048
HZ353096,41.890176109,-87.750532837
HZ353327,41.87671154,-87.750820421
HZ354586,41.813075494,-87.672371983
HZ354630,41.883238526,-87.736086724
HZ354749,41.778707792,-87.638709091
HZ355873,41.772616417,-87.583844254
HZ356220,41.999558966,-87.689108951
HZ356251,41.780790639,-87.703941533
HZ358862,41.772691757,-87.575250392
HZ359894,41.777068318,-87.640794522
HZ360048,41.699173481,-87.619660256
HZ360401,41.87695092,-87.736512462
HZ361128,41.703995782,-87.628190772
HZ361840,41.792142544,-87.732936024
HZ362433,41.821384385,-87.704494368
HZ363696,41.866112237,-87.729377157
HZ363985,41.773686818,-87.622731804
HZ365066,41.883436982,-87.749059068
HZ366121,41.736414501,-87.54581652
HZ366724,41.769345528,-87.674327704
HZ366827,41.875250594,-87.726772261
HZ367597,41.802478524,-87.64642222
HZ367597,41.802478524,-87.64642222
HZ368941,41.75359293,-87.658671286
HZ368958,41.749604999,-87.554069316
HZ369176,41.775528244,-87.647109478
HZ369756,41.917507877,-87.749824943
HZ370029,41.745786464,-87.605780124
HZ370146,41.75001705,-87.684390716
HZ370588,41.880993552,-87.752639639
HZ371500,41.774125258,-87.609441256
HZ371830,41.883716109,-87.735575499
HZ372455,41.894795241,-87.769333023
HZ372691,41.879165757,-87.703164408
HZ373764,41.769580683,-87.720789091
HZ374543,41.875743368,-87.755819254
HZ374649,41.711973932,-87.626023283
HZ375339,41.892083465,-87.76202233
HZ376037,41.738544675,-87.720157115
HZ376629,41.740333729,-87.585297016
HZ376679,41.964704713,-87.654779253
HZ377410,41.708124063,-87.624754387
HZ378630,41.876009104,-87.739054809
HZ379283,41.77202561,-87.623472325
HZ380183,41.99784988,-87.682879495
HZ380289,41.898241947,-87.641815605
HZ380341,41.684623652,-87.562805495
HZ381441,41.856099169,-87.654797936
HZ381618,41.659116512,-87.613837629
HZ381624,41.864276345,-87.659807086
HZ382845,41.885386312,-87.707058453
HZ382852,41.902517312,-87.687014429
HZ383442,41.72805635,-87.60461742
HZ383992,41.870493379,-87.72287767
HZ384003,41.741573669,-87.702782023
HZ384075,41.87884111,-87.742766692
HZ384104,41.867266901,-87.71379605
HZ384158,41.788503917,-87.669643291
HZ384218,41.722674743,-87.627477413
HZ384930,41.791555007,-87.653590558
HZ385474,41.708307352,-87.608381929
HZ385494,42.013796364,-87.679982964
HZ385640,41.902023021,-87.773706834
HZ386890,41.878361361,-87.683894347
HZ386902,41.668228117,-87.637976498
HZ387033,41.747598248,-87.664582642
HZ387671,41.770522707,-87.616996711
HZ388362,41.77509882,-87.664099066
HZ388943,41.8884167,-87.75046436
HZ389699,41.773402959,-87.643700761
HZ389769,41.910064543,-87.710965019
HZ389864,41.798181377,-87.723304041
HZ390359,41.880769306,-87.722118889
HZ391020,41.739032084,-87.564383163
HZ391108,41.74441593,-87.696656735
HZ391216,41.874906954,-87.750502674
HZ391241,41.878694956,-87.679330332
HZ391329,41.888932488,-87.756416633
HZ391474,41.773529647,-87.623943319
HZ391550,41.858328523,-87.722442751
HZ392469,41.881288818,-87.737951979
HZ393886,41.918701879,-87.750416652
HZ393892,41.866215538,-87.721930788
HZ394725,41.887445308,-87.662968192
HZ395115,41.761660926,-87.596957994
HZ395133,41.850416875,-87.733386078
HZ396660,41.702840251,-87.628163116
HZ398286,41.750529518,-87.593032082
HZ398962,41.755135344,-87.626286245
HZ400495,41.930884512,-87.72573097
HZ400641,41.91482839,-87.690516553
HZ400709,41.867163535,-87.718562466
HZ400847,41.765876993,-87.684498502
HZ400919,41.909392399,-87.764435988
HZ400954,41.871733025,-87.716572725
HZ401504,41.883341699,-87.727492625
HZ402318,41.845105566,-87.622121892
HZ403466,41.747543344,-87.563739255
HZ403466,41.747543344,-87.563739255
HZ403466,41.747543344,-87.563739255
HZ403466,41.747543344,-87.563739255
HZ404178,41.75853001,-87.56515469
HZ404462,41.844063211,-87.705028372
HZ404525,41.747917322,-87.729639745
HZ404639,41.862544493,-87.723107471
HZ404863,41.795209941,-87.660974432
HZ405168,41.789954536,-87.64382774
HZ408132,41.778381424,-87.617286886
HZ408359,41.909926492,-87.777675321
HZ408370,41.965454888,-87.653094586
HZ408899,41.66324995,-87.635724425
HZ409270,41.765206312,-87.611623542
HZ410038,41.879632285,-87.736557282
HZ410062,41.875195726,-87.717494106
HZ410391,41.85744665,-87.623923346
HZ410831,41.876584106,-87.760401555
HZ411010,41.779896462,-87.73378721
HZ411320,41.689821778,-87.626478351
HZ412318,41.864445983,-87.716888735
HZ412697,41.748108857,-87.652462316
HZ412704,41.877469888,-87.762482982
HZ414289,41.857297615,-87.658856168
HZ414865,41.760537244,-87.688026969
HZ415447,41.825770889,-87.600516505
HZ415486,41.774524083,-87.725093677
HZ416032,41.883293853,-87.731440776
HZ417446,41.754868733,-87.673266386
HZ419642,41.80521367,-87.73085539
HZ420493,41.771590534,-87.645791404
HZ420540,41.798906664,-87.648921225
HZ420762,41.752400254,-87.584427637
HZ421030,41.754724423,-87.554667078
HZ421109,41.77016713,-87.64319288
HZ421358,41.810952873,-87.70040372
HZ421541,41.811289674,-87.668689172
HZ421734,41.788806478,-87.647796599
HZ421769,41.772311731,-87.655861355
HZ421769,41.772311731,-87.655861355
HZ421998,41.871990602,-87.694415638
HZ421998,41.871990602,-87.694415638
HZ422820,41.96455383,-87.656181766
HZ423502,41.862461543,-87.7097088
HZ423698,41.962050564,-87.705830282
HZ425569,41.884923991,-87.757679269
HZ427779,41.902979118,-87.691065209
HZ428376,41.778588585,-87.698250977
HZ428615,41.731176011,-87.661712221
HZ428923,41.689962568,-87.605940852
HZ429061,41.821579658,-87.687264022
HZ429679,41.910662034,-87.728803085
HZ430019,41.731195241,-87.661715684
HZ430046,41.879593807,-87.739722962
HZ430249,41.880368223,-87.725658953
HZ433507,41.759055505,-87.561259676
HZ434690,41.791325463,-87.67544108
HZ435913,41.894844328,-87.765927774
HZ437041,41.78611012,-87.642512248
HZ437538,41.899419707,-87.764410643
HZ438730,41.787502631,-87.687525611
HZ438842,41.802033105,-87.620606888
HZ438887,41.731196337,-87.660495695
HZ438933,41.90388908,-87.632229413
HZ439724,41.736801542,-87.558342344
HZ440510,41.65675095,-87.605132705
HZ441502,41.877167681,-87.686337247
HZ442912,41.800366126,-87.670837546
HZ442931,41.669674511,-87.641635676
HZ442931,41.669674511,-87.641635676
HZ443570,41.79102539,-87.624978891
HZ444387,41.793583868,-87.627785424
HZ446444,41.817276213,-87.634231441
HZ446728,41.754198929,-87.649766555
HZ446823,41.902031342,-87.692848935
HZ446923,41.791630829,-87.65481088
HZ447249,41.802991846,-87.680808607
HZ447257,41.762558132,-87.651624155
HZ447262,41.87929253,-87.692352657
HZ448205,41.792231927,-87.662773083
HZ448213,41.881423,-87.624344893
HZ448633,41.727671711,-87.560858927
HZ450668,41.676063226,-87.616537019
HZ450909,41.800332704,-87.691537449
HZ451210,41.747421126,-87.617425815
HZ452021,41.739491013,-87.718019287
HZ454488,41.790534163,-87.654059715
HZ456504,41.81159312,-87.669911205
HZ456531,41.751256776,-87.606792121
HZ456675,41.846174416,-87.700188806
HZ457906,41.854090469,-87.695518813
HZ458341,41.852903003,-87.710161371
HZ458845,41.883209435,-87.764962093
HZ459434,41.700488788,-87.623329533
HZ460302,41.72605379,-87.659142645
HZ461450,41.753999593,-87.616605079
HZ461567,41.74767234,-87.664581873
HZ462180,41.776217883,-87.703802936
HZ464882,41.908632274,-87.753469298
HZ465437,41.83981113,-87.617141911
HZ466346,41.894012661,-87.723597692
HZ467045,41.806153044,-87.661256155
HZ467795,41.876196845,-87.724082848
HZ467854,41.912087261,-87.772810665
HZ468755,41.766011328,-87.648079645
HZ469270,41.91364684,-87.755815697
HZ470314,41.927799934,-87.73670756
HZ472044,41.759154666,-87.574911274
HZ473291,41.76573639,-87.66381882
HZ473311,41.859737058,-87.72620306
HZ474466,41.884534818,-87.738395577
HZ474538,41.873855027,-87.762346249
HZ474538,41.873855027,-87.762346249
HZ474583,41.883582411,-87.709407976
HZ474617,41.99106445,-87.69576803
HZ474951,41.783049864,-87.61208712
HZ475009,41.850130656,-87.691605154
HZ475669,41.829389915,-87.606892634
HZ476184,41.816234066,-87.642507764
HZ476902,41.769642844,-87.687052266
HZ477067,41.964742678,-87.652385158
HZ478467,41.771357512,-87.672488834
HZ478558,41.76060592,-87.649145106
HZ478777,41.681109736,-87.642018411
HZ479557,41.716873697,-87.535282917
HZ479826,41.659114092,-87.614328029
HZ481088,41.809340827,-87.619234738
HZ481118,41.814878195,-87.667569904
HZ484058,41.878798552,-87.731398505
HZ484313,41.848150711,-87.704261665
HZ485169,41.746868325,-87.652907833
HZ485266,42.014573954,-87.664431457
HZ485272,41.859989781,-87.710364219
HZ485316,41.872058601,-87.68743886
HZ485384,41.840106225,-87.724436322
HZ485486,41.774279153,-87.614282368
HZ486151,41.916121184,-87.728968343
HZ487396,41.902678812,-87.725638467
HZ488115,41.861717546,-87.721386272
HZ489086,41.897098497,-87.67464309
HZ490125,41.962485564,-87.659593692
HZ490465,41.899526807,-87.657581818
HZ490739,41.900033914,-87.658884142
HZ491754,41.870865361,-87.713933868
HZ492360,41.87179922,-87.712052326
HZ492467,41.776848381,-87.673840285
HZ492490,41.930633368,-87.766224435
HZ493243,41.894023701,-87.74948414
HZ493319,41.793924612,-87.673580917
HZ493319,41.793924612,-87.673580917
HZ493402,41.754303906,-87.550534489
HZ493415,41.750470807,-87.655559674
HZ493460,41.873545204,-87.764614459
HZ494305,41.877581653,-87.735371961
HZ494522,41.7905363,-87.653957017
HZ494532,41.740432213,-87.666833487
HZ494557,41.806984657,-87.724783067
HZ494787,41.906406388,-87.712976948
HZ494803,41.750196978,-87.61368999
HZ494869,41.700104464,-87.560771495
HZ494886,41.87760112,-87.681941224
HZ494906,41.906489594,-87.640198387
HZ494906,41.906489594,-87.640198387
HZ496076,41.793810528,-87.654006786
HZ496623,41.671606006,-87.642918034
HZ497087,41.96538061,-87.659110921
HZ497445,41.692241657,-87.621043998
HZ497510,41.892659233,-87.719893677
HZ497841,41.739342418,-87.669625777
HZ497841,41.788489307,-87.670915842
HZ498768,41.771259949,-87.671272764
HZ499993,41.765222776,-87.611623357
HZ500019,41.879609758,-87.701562697
HZ500144,41.760181773,-87.686791677
HZ500244,41.749259065,-87.548001237
HZ500244,41.749259065,-87.548001237
HZ500417,41.928418844,-87.687767302
HZ501340,41.806357759,-87.662475418
HZ501615,41.910467863,-87.751781089
HZ502205,41.731824557,-87.637419257
HZ502487,41.874123475,-87.743783138
HZ502923,41.75830449,-87.620871042
HZ503024,41.785778195,-87.672865102
HZ503055,41.744151668,-87.62434741
HZ503758,41.709562773,-87.642900256
HZ504254,41.71581514,-87.650843713
HZ504359,41.790605445,-87.736566013
HZ504521,41.808069268,-87.70803582
HZ505025,41.69143751,-87.621034563
HZ505181,41.883090995,-87.748478329
HZ505589,41.743182732,-87.605010707
HZ506456,41.886380004,-87.741786497
HZ506884,41.873641189,-87.757442724
HZ506893,41.899055902,-87.7219225
HZ507487,41.807551687,-87.671016607
HZ509005,41.879580552,-87.711800699
HZ509450,41.847100385,-87.722186231
HZ510244,41.863387668,-87.710456054
HZ512148,41.76936555,-87.720072646
HZ512201,41.879901506,-87.696253666
HZ513356,41.880487595,-87.745964635
HZ514151,41.763823209,-87.565483757
HZ514444,41.808375223,-87.688423751
HZ514585,41.716454195,-87.628058268
HZ514995,41.897764138,-87.729850367
HZ515786,41.696750515,-87.655516174
HZ516308,41.849214079,-87.701505842
HZ517017,41.772935062,-87.690798836
HZ518019,41.847122477,-87.691521441
HZ518164,41.877556996,-87.75575519
HZ518444,41.816818351,-87.655363145
HZ518797,41.742272199,-87.676590616
HZ518954,41.688181442,-87.619499848
HZ519714,41.700020108,-87.612843569
HZ520948,41.792012683,-87.632929197
HZ521215,41.78974981,-87.711833148
HZ521455,41.772414949,-87.648737347
HZ521578,41.906718726,-87.757123501
J086303,41.890890076,-87.708855741
K225540,41.790356573,-87.667317661
M217008,41.926848553,-87.720716453
N291219,36.619446395,-91.686565684
P011155,41.874093029,-87.705923992
P028859,41.823001981,-87.628592548
